State,County,Total_List,Cancelled,Cancelled_Percent,Postponed,Postponed_Percent,Total_Fallout,Total_Fallout_Percent,Brought_To_Sale_Percent,Brought_To_Sale,Sold,Sold_Percent
Florida,Miami-Dade,2202,1443,0.655313351,0,0,1443,0.655313351,0.344686649,759,319,0.432249322
Florida,Monroe,30,18,0.6,0,0,18,0.6,0.4,12,1,0.083333333
Florida,Nassau,47,20,0.425531915,0,0,20,0.425531915,0.574468085,27,9,0.333333333
Florida,Okaloosa,103,40,0.388349515,0,0,40,0.388349515,0.611650485,63,16,0.262295082
Florida,Okeechobee,30,13,0.433333333,0,0,13,0.433333333,0.566666667,17,9,0.5625
Florida,Orange,1058,508,0.480151229,0,0,508,0.480151229,0.519848771,550,214,0.394833948
Florida,Osceola,180,88,0.488888889,0,0,88,0.488888889,0.511111111,92,22,0.25
Florida,Palm Beach,752,388,0.515957447,0,0,388,0.515957447,0.484042553,364,153,0.429775281
Florida,Pasco,605,152,0.251239669,0,0,152,0.251239669,0.748760331,453,143,0.325
Florida,Pinellas,968,283,0.292355372,0,0,283,0.292355372,0.707644628,685,298,0.443452381
Florida,Polk,591,193,0.326565144,0,0,193,0.326565144,0.673434856,398,139,0.360103627
Florida,Putnam,31,3,0.096774194,0,0,3,0.096774194,0.903225806,28,4,0.142857143
Florida,Saint Johns,62,21,0.338709677,0,0,21,0.338709677,0.661290323,41,15,0.375
Florida,Saint Lucie,175,58,0.331428571,0,0,58,0.331428571,0.668571429,117,39,0.351351351
Florida,Santa Rosa,178,52,0.292134831,0,0,52,0.292134831,0.707865169,126,33,0.266129032
Florida,Sarasota,231,71,0.307359307,0,0,71,0.307359307,0.692640693,160,62,0.389937107
Florida,Seminole,243,112,0.46090535,0,0,112,0.46090535,0.53909465,131,43,0.338582677
Florida,Sumter,26,5,0.192307692,0,0,5,0.192307692,0.807692308,21,3,0.142857143
Florida,Suwannee,6,1,0.166666667,0,0,1,0.166666667,0.833333333,5,3,0.6
Florida,Taylor,2,0,0,0,0,0,0,1,2,1,0.5
Florida,Volusia,494,161,0.325910931,0,0,161,0.325910931,0.674089069,333,133,0.40797546
Florida,Wakulla,12,1,0.083333333,0,0,1,0.083333333,0.916666667,11,2,0.181818182
Florida,Walton,49,22,0.448979592,0,0,22,0.448979592,0.551020408,27,2,0.074074074
Florida,Washington,14,3,0.214285714,0,0,3,0.214285714,0.785714286,11,0,0
Georgia,,9083,4706,0.518110756,0,0,4706,0.518110756,0.481889244,4377,1923,0.439342015
Georgia,Appling,1,1,1,0,0,1,1,0,0,0,0
Georgia,Baker,1,0,0,0,0,0,0,1,1,0,0
Georgia,Baldwin,19,8,0.421052632,0,0,8,0.421052632,0.578947368,11,2,0.181818182
Georgia,Banks,15,9,0.6,0,0,9,0.6,0.4,6,1,0.166666667
Georgia,Barrow,84,41,0.488095238,0,0,41,0.488095238,0.511904762,43,31,0.720930233
Georgia,Bartow,106,43,0.405660377,0,0,43,0.405660377,0.594339623,63,23,0.365079365
Georgia,Ben Hill,8,3,0.375,0,0,3,0.375,0.625,5,2,0.4
Georgia,Berrien,10,4,0.4,0,0,4,0.4,0.6,6,0,0
Georgia,Bibb,184,79,0.429347826,0,0,79,0.429347826,0.570652174,105,17,0.161904762
Georgia,Bleckley,4,1,0.25,0,0,1,0.25,0.75,3,1,0.333333333
Georgia,Brantley,7,1,0.142857143,0,0,1,0.142857143,0.857142857,6,0,0
Georgia,Brooks,9,5,0.555555556,0,0,5,0.555555556,0.444444444,4,0,0
Georgia,Bryan,24,12,0.5,0,0,12,0.5,0.5,12,4,0.333333333
Georgia,Bulloch,29,15,0.517241379,0,0,15,0.517241379,0.482758621,14,5,0.357142857
Georgia,Burke,7,3,0.428571429,0,0,3,0.428571429,0.571428571,4,1,0.25
Georgia,Butts,18,7,0.388888889,0,0,7,0.388888889,0.611111111,11,3,0.272727273
Georgia,Calhoun,4,2,0.5,0,0,2,0.5,0.5,2,0,0
Georgia,Camden,54,18,0.333333333,0,0,18,0.333333333,0.666666667,36,10,0.277777778
Georgia,Candler,4,2,0.5,0,0,2,0.5,0.5,2,1,0.5
Georgia,Carroll,98,44,0.448979592,0,0,44,0.448979592,0.551020408,54,29,0.537037037
Georgia,Catoosa,49,16,0.326530612,0,0,16,0.326530612,0.673469388,33,9,0.272727273
Georgia,Charlton,4,3,0.75,0,0,3,0.75,0.25,1,0,0
Georgia,Chatham,207,103,0.497584541,0,0,103,0.497584541,0.502415459,104,49,0.471153846
Georgia,Chattahoochee,2,2,1,0,0,2,1,0,0,0,0
Georgia,Chattooga,15,6,0.4,0,0,6,0.4,0.6,9,2,0.222222222
Georgia,Cherokee,177,97,0.548022599,0,0,97,0.548022599,0.451977401,80,47,0.5875
Georgia,Clarke,42,25,0.595238095,0,0,25,0.595238095,0.404761905,17,4,0.235294118
Georgia,Clayton,524,263,0.501908397,0,0,263,0.501908397,0.498091603,261,136,0.521072797
Georgia,Clinch,1,0,0,0,0,0,0,1,1,0,0
Georgia,Cobb,573,344,0.60034904,0,0,344,0.60034904,0.39965096,229,161,0.703056769
Georgia,Coffee,17,9,0.529411765,0,0,9,0.529411765,0.470588235,8,2,0.25
Georgia,Colquitt,22,10,0.454545455,0,0,10,0.454545455,0.545454545,12,2,0.166666667
Georgia,Columbia,100,49,0.49,0,0,49,0.49,0.51,51,16,0.31372549
Georgia,Cook,6,2,0.333333333,0,0,2,0.333333333,0.666666667,4,0,0
Georgia,Coweta,117,68,0.581196581,0,0,68,0.581196581,0.418803419,49,20,0.408163265
Georgia,Crawford,7,4,0.571428571,0,0,4,0.571428571,0.428571429,3,0,0
Georgia,Crisp,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Georgia,Dade,6,2,0.333333333,0,0,2,0.333333333,0.666666667,4,0,0
Georgia,Dawson,18,9,0.5,0,0,9,0.5,0.5,9,2,0.222222222
Georgia,Decatur,15,9,0.6,0,0,9,0.6,0.4,6,1,0.166666667
Georgia,Dekalb,1006,553,0.549701789,0,0,553,0.549701789,0.450298211,453,289,0.637969095
Georgia,Dodge,6,4,0.666666667,0,0,4,0.666666667,0.333333333,2,0,0
Georgia,Dooly,3,2,0.666666667,0,0,2,0.666666667,0.333333333,1,0,0
Georgia,Dougherty,66,23,0.348484848,0,0,23,0.348484848,0.651515152,43,6,0.139534884
Georgia,Douglas,189,98,0.518518519,0,0,98,0.518518519,0.481481481,91,40,0.43956044
Georgia,Early,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Georgia,Echols,2,2,1,0,0,2,1,0,0,0,0
Georgia,Effingham,56,23,0.410714286,0,0,23,0.410714286,0.589285714,33,9,0.272727273
Georgia,Elbert,7,3,0.428571429,0,0,3,0.428571429,0.571428571,4,2,0.5
Georgia,Emanuel,6,4,0.666666667,0,0,4,0.666666667,0.333333333,2,0,0
Georgia,Evans,3,3,1,0,0,3,1,0,0,0,0
Georgia,Fannin,17,9,0.529411765,0,0,9,0.529411765,0.470588235,8,1,0.125
Georgia,Fayette,53,32,0.603773585,0,0,32,0.603773585,0.396226415,21,9,0.428571429
Georgia,Floyd,74,24,0.324324324,0,0,24,0.324324324,0.675675676,50,6,0.12
Georgia,Forsyth,103,67,0.650485437,0,0,67,0.650485437,0.349514563,36,18,0.5
Georgia,Franklin,15,6,0.4,0,0,6,0.4,0.6,9,2,0.222222222
Georgia,Fulton,879,496,0.564277588,0,0,496,0.564277588,0.435722412,383,235,0.613577023
Georgia,Gilmer,20,9,0.45,0,0,9,0.45,0.55,11,3,0.272727273
Georgia,Glascock,3,0,0,0,0,0,0,1,3,1,0.333333333
Georgia,Glynn,53,26,0.490566038,0,0,26,0.490566038,0.509433962,27,7,0.259259259
Georgia,Gordon,36,17,0.472222222,0,0,17,0.472222222,0.527777778,19,3,0.157894737
Georgia,Grady,9,5,0.555555556,0,0,5,0.555555556,0.444444444,4,2,0.5
Georgia,Greene,4,1,0.25,0,0,1,0.25,0.75,3,2,0.666666667
Georgia,Gwinnett,920,552,0.6,0,0,552,0.6,0.4,368,279,0.758152174
Georgia,Habersham,25,8,0.32,0,0,8,0.32,0.68,17,4,0.235294118
Georgia,Hall,126,77,0.611111111,0,0,77,0.611111111,0.388888889,49,24,0.489795918
Georgia,Hancock,2,0,0,0,0,0,0,1,2,1,0.5
Georgia,Haralson,13,4,0.307692308,0,0,4,0.307692308,0.692307692,9,6,0.666666667
Georgia,Harris,18,10,0.555555556,0,0,10,0.555555556,0.444444444,8,3,0.375
Georgia,Hart,21,8,0.380952381,0,0,8,0.380952381,0.619047619,13,6,0.461538462
Georgia,Heard,9,3,0.333333333,0,0,3,0.333333333,0.666666667,6,0,0
Georgia,Henry,388,210,0.541237113,0,0,210,0.541237113,0.458762887,178,94,0.528089888
Georgia,Houston,146,56,0.383561644,0,0,56,0.383561644,0.616438356,90,17,0.188888889
Georgia,Irwin,2,0,0,0,0,0,0,1,2,1,0.5
Georgia,Jackson,38,22,0.578947368,0,0,22,0.578947368,0.421052632,16,6,0.375
Georgia,Jasper,18,9,0.5,0,0,9,0.5,0.5,9,3,0.333333333
Georgia,Jeff Davis,9,3,0.333333333,0,0,3,0.333333333,0.666666667,6,0,0
Georgia,Jefferson,7,3,0.428571429,0,0,3,0.428571429,0.571428571,4,0,0
Georgia,Jenkins,2,0,0,0,0,0,0,1,2,1,0.5
Georgia,Johnson,2,0,0,0,0,0,0,1,2,0,0
Georgia,Jones,30,19,0.633333333,0,0,19,0.633333333,0.366666667,11,1,0.090909091
Georgia,Lamar,11,4,0.363636364,0,0,4,0.363636364,0.636363636,7,1,0.142857143
Georgia,Lanier,4,3,0.75,0,0,3,0.75,0.25,1,0,0
Georgia,Laurens,21,9,0.428571429,0,0,9,0.428571429,0.571428571,12,6,0.5
Georgia,Lee,38,18,0.473684211,0,0,18,0.473684211,0.526315789,20,4,0.2
Georgia,Liberty,84,46,0.547619048,0,0,46,0.547619048,0.452380952,38,1,0.026315789
Georgia,Lincoln,3,0,0,0,0,0,0,1,3,0,0
Georgia,Long,13,3,0.230769231,0,0,3,0.230769231,0.769230769,10,2,0.2
Georgia,Lowndes,76,29,0.381578947,0,0,29,0.381578947,0.618421053,47,4,0.085106383
Georgia,Lumpkin,12,2,0.166666667,0,0,2,0.166666667,0.833333333,10,2,0.2
Georgia,Macon,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Georgia,Madison,21,9,0.428571429,0,0,9,0.428571429,0.571428571,12,1,0.083333333
Georgia,Marion,2,0,0,0,0,0,0,1,2,0,0
Georgia,Mc Intosh,2,0,0,0,0,0,0,1,2,0,0
Georgia,McDuffie,11,3,0.272727273,0,0,3,0.272727273,0.727272727,8,0,0
Georgia,Mcintosh,3,2,0.666666667,0,0,2,0.666666667,0.333333333,1,0,0
Georgia,Meriwether,20,7,0.35,0,0,7,0.35,0.65,13,0,0
Georgia,Miller,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Georgia,Mitchell,13,8,0.615384615,0,0,8,0.615384615,0.384615385,5,0,0
Georgia,Monroe,17,6,0.352941176,0,0,6,0.352941176,0.647058824,11,2,0.181818182
Georgia,Montgomery,1,0,0,0,0,0,0,1,1,1,1
Georgia,Morgan,9,5,0.555555556,0,0,5,0.555555556,0.444444444,4,1,0.25
Georgia,Murray,19,8,0.421052632,0,0,8,0.421052632,0.578947368,11,0,0
Georgia,Muscogee,158,74,0.46835443,0,0,74,0.46835443,0.53164557,84,5,0.05952381
Georgia,Newton,194,106,0.546391753,0,0,106,0.546391753,0.453608247,88,39,0.443181818
Georgia,Oconee,18,15,0.833333333,0,0,15,0.833333333,0.166666667,3,2,0.666666667
Georgia,Oglethorpe,8,6,0.75,0,0,6,0.75,0.25,2,1,0.5
Georgia,Paulding,263,133,0.505703422,0,0,133,0.505703422,0.494296578,130,68,0.523076923
Georgia,Peach,29,14,0.482758621,0,0,14,0.482758621,0.517241379,15,1,0.066666667
Georgia,Pickens,18,7,0.388888889,0,0,7,0.388888889,0.611111111,11,2,0.181818182
Georgia,Pierce,5,1,0.2,0,0,1,0.2,0.8,4,0,0
Georgia,Pike,10,6,0.6,0,0,6,0.6,0.4,4,2,0.5
Georgia,Polk,38,13,0.342105263,0,0,13,0.342105263,0.657894737,25,2,0.08
Georgia,Pulaski,7,2,0.285714286,0,0,2,0.285714286,0.714285714,5,0,0
Georgia,Putnam,19,10,0.526315789,0,0,10,0.526315789,0.473684211,9,4,0.444444444
Georgia,Rabun,10,5,0.5,0,0,5,0.5,0.5,5,2,0.4
Georgia,Randolph,1,1,1,0,0,1,1,0,0,0,0
Georgia,Richmond,246,125,0.508130081,0,0,125,0.508130081,0.491869919,121,25,0.20661157
Georgia,Rockdale,156,85,0.544871795,0,0,85,0.544871795,0.455128205,71,22,0.309859155
Georgia,Schley,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Georgia,Screven,4,1,0.25,0,0,1,0.25,0.75,3,0,0
Georgia,Seminole,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Georgia,Spalding,62,28,0.451612903,0,0,28,0.451612903,0.548387097,34,12,0.352941176
Georgia,Stephens,12,5,0.416666667,0,0,5,0.416666667,0.583333333,7,1,0.142857143
Georgia,Stewart,3,0,0,0,0,0,0,1,3,0,0
Georgia,Sumter,20,7,0.35,0,0,7,0.35,0.65,13,1,0.076923077
Georgia,Talbot,2,2,1,0,0,2,1,0,0,0,0
Georgia,Tattnall,8,4,0.5,0,0,4,0.5,0.5,4,1,0.25
Georgia,Taylor,2,2,1,0,0,2,1,0,0,0,0
Georgia,Telfair,9,2,0.222222222,0,0,2,0.222222222,0.777777778,7,0,0
Georgia,Terrell,3,2,0.666666667,0,0,2,0.666666667,0.333333333,1,0,0
Georgia,Thomas,36,14,0.388888889,0,0,14,0.388888889,0.611111111,22,2,0.090909091
Georgia,Tift,12,3,0.25,0,0,3,0.25,0.75,9,0,0
Georgia,Toombs,11,2,0.181818182,0,0,2,0.181818182,0.818181818,9,2,0.222222222
Georgia,Towns,9,3,0.333333333,0,0,3,0.333333333,0.666666667,6,0,0
Georgia,Treutlen,1,0,0,0,0,0,0,1,1,0,0
Georgia,Troup,59,29,0.491525424,0,0,29,0.491525424,0.508474576,30,8,0.266666667
Georgia,Turner,4,1,0.25,0,0,1,0.25,0.75,3,1,0.333333333
Georgia,Twiggs,6,3,0.5,0,0,3,0.5,0.5,3,0,0
Georgia,Union,11,4,0.363636364,0,0,4,0.363636364,0.636363636,7,3,0.428571429
Georgia,Upson,18,6,0.333333333,0,0,6,0.333333333,0.666666667,12,2,0.166666667
Georgia,Walker,38,15,0.394736842,0,0,15,0.394736842,0.605263158,23,4,0.173913043
Georgia,Walton,95,51,0.536842105,0,0,51,0.536842105,0.463157895,44,16,0.363636364
Georgia,Ware,13,3,0.230769231,0,0,3,0.230769231,0.769230769,10,1,0.1
Georgia,Warren,2,0,0,0,0,0,0,1,2,0,0
Georgia,Washington,4,0,0,0,0,0,0,1,4,0,0
Georgia,Wayne,16,6,0.375,0,0,6,0.375,0.625,10,0,0
Georgia,White,22,9,0.409090909,0,0,9,0.409090909,0.590909091,13,2,0.153846154
Georgia,Whitfield,39,18,0.461538462,0,0,18,0.461538462,0.538461538,21,5,0.238095238
Georgia,Wilkes,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Georgia,Wilkinson,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Georgia,Worth,9,3,0.333333333,0,0,3,0.333333333,0.666666667,6,0,0
Idaho,,822,221,0.268856448,416,0.506082725,637,0.774939173,0.225060827,185,101,0.545945946
Idaho,Ada,224,65,0.290178571,125,0.558035714,190,0.848214286,0.151785714,34,29,0.852941176
Idaho,Bannock,61,21,0.344262295,26,0.426229508,47,0.770491803,0.229508197,14,4,0.285714286
Idaho,Bear Lake,1,1,1,0,0,1,1,0,0,0,0
Idaho,Benewah,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Idaho,Bingham,17,5,0.294117647,9,0.529411765,14,0.823529412,0.176470588,3,2,0.666666667
Idaho,Blaine,7,1,0.142857143,6,0.857142857,7,1,0,0,0,0
Idaho,Boise,4,2,0.5,2,0.5,4,1,0,0,0,0
Idaho,Bonner,5,2,0.4,2,0.4,4,0.8,0.2,1,0,0
Idaho,Bonneville,92,19,0.206521739,50,0.543478261,69,0.75,0.25,23,12,0.52173913
Idaho,Boundary,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Idaho,Butte,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,0,0
Idaho,Canyon,95,27,0.284210526,38,0.4,65,0.684210526,0.315789474,30,21,0.7
Idaho,Caribou,5,1,0.2,1,0.2,2,0.4,0.6,3,1,0.333333333
Idaho,Cassia,2,0,0,1,0.5,1,0.5,0.5,1,0,0
Idaho,Clearwater,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Idaho,Custer,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Idaho,Elmore,5,1,0.2,0,0,1,0.2,0.8,4,3,0.75
Idaho,Franklin,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Idaho,Fremont,1,0,0,1,1,1,1,0,0,0,0
Idaho,Gem,3,1,0.333333333,1,0.333333333,2,0.666666667,0.333333333,1,0,0
Idaho,Gooding,3,0,0,2,0.666666667,2,0.666666667,0.333333333,1,0,0
Idaho,Idaho,6,1,0.166666667,1,0.166666667,2,0.333333333,0.666666667,4,0,0
Idaho,Jefferson,9,2,0.222222222,7,0.777777778,9,1,0,0,0,0
Idaho,Jerome,11,4,0.363636364,4,0.363636364,8,0.727272727,0.272727273,3,1,0.333333333
Idaho,Kootenai,104,32,0.307692308,54,0.519230769,86,0.826923077,0.173076923,18,10,0.555555556
Idaho,Latah,7,1,0.142857143,5,0.714285714,6,0.857142857,0.142857143,1,0,0
Idaho,Lewis,2,0,0,1,0.5,1,0.5,0.5,1,0,0
Idaho,Madison,1,1,1,0,0,1,1,0,0,0,0
Idaho,Minidoka,11,2,0.181818182,7,0.636363636,9,0.818181818,0.181818182,2,1,0.5
Idaho,Nez Perce,22,7,0.318181818,9,0.409090909,16,0.727272727,0.272727273,6,3,0.5
Idaho,Owyhee,5,2,0.4,2,0.4,4,0.8,0.2,1,0,0
Idaho,Payette,15,3,0.2,9,0.6,12,0.8,0.2,3,3,1
Idaho,Power,1,0,0,0,0,0,0,1,1,0,0
Idaho,Shoshone,10,1,0.1,6,0.6,7,0.7,0.3,3,0,0
Idaho,Teton,5,2,0.4,2,0.4,4,0.8,0.2,1,0,0
Idaho,Twin Falls,68,10,0.147058824,44,0.647058824,54,0.794117647,0.205882353,14,7,0.5
Idaho,Valley,4,1,0.25,1,0.25,2,0.5,0.5,2,2,1
Idaho,Washington,2,0,0,0,0,0,0,1,2,2,1
Illinois,,6474,1943,0.300123571,1404,0.21686747,3347,0.516991041,0.483008959,3127,1020,0.33530572
Illinois,Adams,3,0,0,0,0,0,0,1,3,0,0
Illinois,Alexander,2,0,0,1,0.5,1,0.5,0.5,1,0,0
Illinois,Boone,23,6,0.260869565,4,0.173913043,10,0.434782609,0.565217391,13,3,0.25
Illinois,Bureau,5,2,0.4,0,0,2,0.4,0.6,3,1,0.333333333
Illinois,Calhoun,1,1,1,0,0,1,1,0,0,0,0
Illinois,Carroll,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Illinois,Cass,2,1,0.5,0,0,1,0.5,0.5,1,1,1
Illinois,Champaign,16,2,0.125,3,0.1875,5,0.3125,0.6875,11,5,0.454545455
Illinois,Christian,11,1,0.090909091,2,0.181818182,3,0.272727273,0.727272727,8,4,0.5
Illinois,Clark,1,0,0,0,0,0,0,1,1,0,0
Illinois,Clinton,2,0,0,0,0,0,0,1,2,0,0
Illinois,Coles,3,0,0,0,0,0,0,1,3,1,0.333333333
Illinois,Cook,3762,1227,0.3261563,919,0.244284955,2146,0.570441255,0.429558745,1616,515,0.329073482
Illinois,Crawford,1,1,1,0,0,1,1,0,0,0,0
Illinois,Cumberland,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Illinois,De Kalb,5,2,0.4,0,0,2,0.4,0.6,3,1,0.333333333
Illinois,De Witt,2,0,0,0,0,0,0,1,2,0,0
Illinois,DeKalb,18,6,0.333333333,3,0.166666667,9,0.5,0.5,9,4,0.444444444
Illinois,Dewitt,1,1,1,0,0,1,1,0,0,0,0
Illinois,Douglas,5,1,0.2,1,0.2,2,0.4,0.6,3,0,0
Illinois,DuPage,389,135,0.347043702,96,0.246786632,231,0.593830334,0.406169666,158,72,0.458598726
Illinois,Edgar,4,0,0,1,0.25,1,0.25,0.75,3,0,0
Illinois,Ford,4,0,0,0,0,0,0,1,4,1,0.25
Illinois,Franklin,8,2,0.25,0,0,2,0.25,0.75,6,0,0
Illinois,Fulton,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,1,0.5
Illinois,Gallatin,1,0,0,0,0,0,0,1,1,1,1
Illinois,Greene,1,0,0,0,0,0,0,1,1,0,0
Illinois,Grundy,14,6,0.428571429,5,0.357142857,11,0.785714286,0.214285714,3,0,0
Illinois,Hamilton,1,0,0,0,0,0,0,1,1,0,0
Illinois,Hancock,3,0,0,0,0,0,0,1,3,1,0.333333333
Illinois,Henderson,1,1,1,0,0,1,1,0,0,0,0
Illinois,Henry,1,1,1,0,0,1,1,0,0,0,0
Illinois,Iroquois,7,1,0.142857143,0,0,1,0.142857143,0.857142857,6,2,0.333333333
Illinois,Jackson,9,0,0,4,0.444444444,4,0.444444444,0.555555556,5,1,0.2
Illinois,Jefferson,5,3,0.6,0,0,3,0.6,0.4,2,1,0.5
Illinois,Jersey,4,0,0,0,0,0,0,1,4,2,0.5
Illinois,Jo Daviess,3,0,0,0,0,0,0,1,3,0,0
Illinois,Johnson,1,0,0,0,0,0,0,1,1,0,0
Illinois,Kane,286,97,0.339160839,48,0.167832168,145,0.506993007,0.493006993,141,64,0.470588235
Illinois,Kankakee,23,4,0.173913043,3,0.130434783,7,0.304347826,0.695652174,16,0,0
Illinois,Kendall,82,20,0.243902439,22,0.268292683,42,0.512195122,0.487804878,40,10,0.285714286
Illinois,Knox,5,0,0,0,0,0,0,1,5,0,0
Illinois,La Salle,20,1,0.05,3,0.15,4,0.2,0.8,16,3,0.1875
Illinois,Lake,395,104,0.263291139,77,0.194936709,181,0.458227848,0.541772152,214,92,0.448780488
Illinois,Lasalle,5,1,0.2,0,0,1,0.2,0.8,4,1,0.25
Illinois,Lawrence,2,0,0,0,0,0,0,1,2,0,0
Illinois,Lee,3,0,0,0,0,0,0,1,3,2,0.666666667
Illinois,Livingston,7,1,0.142857143,1,0.142857143,2,0.285714286,0.714285714,5,2,0.4
Illinois,Logan,4,1,0.25,0,0,1,0.25,0.75,3,1,0.333333333
Illinois,Macon,18,0,0,1,0.055555556,1,0.055555556,0.944444444,17,4,0.25
Illinois,Macoupin,14,2,0.142857143,5,0.357142857,7,0.5,0.5,7,3,0.428571429
Illinois,Madison,107,26,0.242990654,17,0.158878505,43,0.401869159,0.598130841,64,11,0.171875
Illinois,Marion,5,0,0,0,0,0,0,1,5,3,0.6
Illinois,Marshall,3,0,0,0,0,0,0,1,3,2,0.666666667
Illinois,Massac,2,0,0,0,0,0,0,1,2,1,0.5
Illinois,Mc Lean,2,0,0,0,0,0,0,1,2,0,0
Illinois,Mcdonough,3,0,0,0,0,0,0,1,3,0,0
Illinois,Mchenry,247,62,0.251012146,55,0.222672065,117,0.473684211,0.526315789,130,35,0.271317829
Illinois,Mclean,13,2,0.153846154,0,0,2,0.153846154,0.846153846,11,1,0.1
Illinois,Menard,3,0,0,0,0,0,0,1,3,0,0
Illinois,Mercer,2,0,0,1,0.5,1,0.5,0.5,1,0,0
Illinois,Monroe,9,3,0.333333333,2,0.222222222,5,0.555555556,0.444444444,4,0,0
Illinois,Montgomery,5,1,0.2,2,0.4,3,0.6,0.4,2,0,0
Illinois,Morgan,1,0,0,0,0,0,0,1,1,0,0
Illinois,Ogle,13,2,0.153846154,1,0.076923077,3,0.230769231,0.769230769,10,5,0.5
Illinois,Peoria,30,2,0.066666667,5,0.166666667,7,0.233333333,0.766666667,23,6,0.260869565
Illinois,Perry,3,0,0,0,0,0,0,1,3,0,0
Illinois,Piatt,2,2,1,0,0,2,1,0,0,0,0
Illinois,Pike,4,0,0,0,0,0,0,1,4,1,0.25
Illinois,Randolph,6,0,0,1,0.166666667,1,0.166666667,0.833333333,5,2,0.4
Illinois,Richland,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,1,0.5
Illinois,Rock Island,37,7,0.189189189,6,0.162162162,13,0.351351351,0.648648649,24,5,0.217391304
Illinois,Saint Clair,113,23,0.203539823,11,0.097345133,34,0.300884956,0.699115044,79,17,0.217948718
Illinois,Saline,2,0,0,0,0,0,0,1,2,0,0
Illinois,Sangamon,26,9,0.346153846,1,0.038461538,10,0.384615385,0.615384615,16,6,0.4
Illinois,Schuyler,2,0,0,0,0,0,0,1,2,0,0
Illinois,Stephenson,5,1,0.2,0,0,1,0.2,0.8,4,1,0.25
Illinois,Tazewell,37,6,0.162162162,5,0.135135135,11,0.297297297,0.702702703,26,6,0.230769231
Illinois,Vermilion,10,1,0.1,1,0.1,2,0.2,0.8,8,3,0.375
Illinois,Warren,1,1,1,0,0,1,1,0,0,0,0
Illinois,Washington,2,1,0.5,0,0,1,0.5,0.5,1,0,0
Illinois,Wayne,2,0,0,0,0,0,0,1,2,0,0
Illinois,White,1,0,0,0,0,0,0,1,1,1,1
Illinois,Whiteside,8,4,0.5,0,0,4,0.5,0.5,4,3,0.75
Illinois,Will,380,115,0.302631579,77,0.202631579,192,0.505263158,0.494736842,188,77,0.411764706
Illinois,Williamson,8,2,0.25,1,0.125,3,0.375,0.625,5,3,0.6
Illinois,Winnebago,185,38,0.205405405,19,0.102702703,57,0.308108108,0.691891892,128,31,0.244094488
Illinois,Woodford,2,0,0,0,0,0,0,1,2,0,0
Indiana,,1149,315,0.274151436,0,0,315,0.274151436,0.725848564,834,359,0.466233766
Indiana,Adams,4,0,0,0,0,0,0,1,4,3,0.75
Indiana,Allen,80,26,0.325,0,0,26,0.325,0.675,54,28,0.595744681
Indiana,Bartholomew,12,4,0.333333333,0,0,4,0.333333333,0.666666667,8,8,1
Indiana,Benton,1,0,0,0,0,0,0,1,1,0,0
Indiana,Blackford,1,1,1,0,0,1,1,0,0,0,0
Indiana,Boone,4,3,0.75,0,0,3,0.75,0.25,1,0,0
Indiana,Brown,4,2,0.5,0,0,2,0.5,0.5,2,1,0.5
Indiana,Carroll,3,1,0.333333333,0,0,1,0.333333333,0.666666667,2,1,0.5
Indiana,Cass,7,2,0.285714286,0,0,2,0.285714286,0.714285714,5,2,0.4
Indiana,Clark,18,5,0.277777778,0,0,5,0.277777778,0.722222222,13,6,0.5
Indiana,Clay,3,0,0,0,0,0,0,1,3,2,0.666666667
Indiana,Clinton,8,1,0.125,0,0,1,0.125,0.875,7,2,0.333333333
Indiana,Crawford,2,0,0,0,0,0,0,1,2,1,0.5
Indiana,Daviess,4,1,0.25,0,0,1,0.25,0.75,3,2,0.666666667
Indiana,Dearborn,9,1,0.111111111,0,0,1,0.111111111,0.888888889,8,4,0.666666667
Indiana,Decatur,2,0,0,0,0,0,0,1,2,2,1
Indiana,Dekalb,8,2,0.25,0,0,2,0.25,0.75,6,2,0.4
Indiana,Delaware,24,4,0.166666667,0,0,4,0.166666667,0.833333333,20,11,0.55
Indiana,Dubois,1,1,1,0,0,1,1,0,0,0,0
Indiana,Elkhart,17,5,0.294117647,0,0,5,0.294117647,0.705882353,12,4,0.4
Indiana,Fayette,4,1,0.25,0,0,1,0.25,0.75,3,3,1
Indiana,Floyd,7,2,0.285714286,0,0,2,0.285714286,0.714285714,5,1,0.2
